Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1620,2,18:10,05:10,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1620,2,19:15,06:15,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1485,1680,2,07:35,19:35,Saturday,5/08/2023
Qatar Airways,Berlin (BER),Sydney (SYD),1537,2430,1,16:40,17:10,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1555,1570,2,07:00,17:10,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1580,2,11:45,22:05,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1640,2,10:45,22:05,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1611,1720,2,07:35,20:15,Saturday,5/08/2023
British Airways,Berlin (BER),Sydney (SYD),1614,2060,2,12:35,06:55,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1628,1530,2,19:35,05:05,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1628,1810,2,14:55,05:05,Saturday,5/08/2023
Scoot,Berlin (BER),Sydney (SYD),534,2520,1,09:35,11:35,Sunday,6/08/2023
Scoot,Berlin (BER),Sydney (SYD),595,1570,1,09:35,19:45,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1110,1780,2,16:35,06:15,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1535,2,19:35,05:10,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1815,2,14:55,05:10,Sunday,6/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Sunday,6/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Sunday,6/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1860,2,14:55,05:55,Sunday,6/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Sunday,6/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Sunday,6/08/2023
Etihad Airways,Berlin (BER),Sydney (SYD),1222,1635,2,06:55,18:10,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1705,2,07:10,19:35,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1287,1770,2,07:00,20:30,Sunday,6/08/2023
British Airways,Berlin (BER),Sydney (SYD),1291,1780,2,16:35,06:15,Sunday,6/08/2023
British Airways,Berlin (BER),Sydney (SYD),1291,1820,2,16:35,06:55,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1312,1485,2,11:45,20:30,Sunday,6/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1341,1540,2,10:50,20:30,Sunday,6/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Sunday,6/08/2023
British Airways,Berlin (BER),Sydney (SYD),1374,1715,2,16:35,05:10,Sunday,6/08/2023
British Airways,Berlin (BER),Sydney (SYD),1374,1875,2,13:55,05:10,Sunday,6/08/2023
Qatar Airways,Berlin (BER),Sydney (SYD),1399,1385,1,10:05,17:10,Sunday,6/08/2023
British Airways,Berlin (BER),Sydney (SYD),1403,2070,2,11:45,06:15,Sunday,6/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1715,2,16:35,05:10,Sunday,6/08/2023
Finnair,Berlin (BER),Sydney (SYD),1441,1620,2,19:15,06:15,Sunday,6/08/2023
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Sunday,6/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Monday,7/08/2023
